person_id,dbpedia_uri,last_name,suffix,first_name,middle_name,middle_initial,rank,bio,bio_source,narrative_link_1,narrative_link_2,added
6a8dac62-b1c7-417e-ab95-0658b82313d9,,Brown,,Charlotte,Hawkins,H.,,"Charlotte Hawkins Brown was born in Henderson, NC on June 11, 1883, as the granddaughter of slaves.  She was educated in Massachusetts, but returned to Guilford County, NC to teach at an American Missionary Association school for African American students.  In 1902 she founded the Freeman Palmer Memorial Institute at Sedalia, near Greensboro.  Begun as a manual training school, the site eventually became one of the few fully accredited high schools for African American students.  Brown was a writer, lecturer, and civil rights activist.  She died on January 11, 1961.","M. Nickels, 8/12/09; http://statelibrary.ncdcr.gov/NC/BIO/AFRO/BROWN.HTM; http://americanhistory.si.edu/ONTHEMOVE/collection/object_970.html; Revised J. Frederick 8/18/10",http://statelibrary.ncdcr.gov/NC/BIO/AFRO/BROWN.HTM,http://americanhistory.si.edu/ONTHEMOVE/collection/object_970.html,FALSE
b0f7a304-f6c5-4a8d-b816-066426e5dc1c,,Johnston,,Joseph,,E.,Lieutenant Colonel,Lieutenant Colonel Johnston of the U.S. Army Dragoons supported Governor Geary in Lawrence truce; resigned as Quarter Master General of the Army to join the Confederate Army; held major commands in the Eastern and Western theaters.,"M. Nickels, 08/21/2007; http://www.qmfound.com; http://blueandgraytrail.com/",http://blueandgraytrail.com/event/Joseph_E._Johnston,http://www.qmfound.com/BG_Joseph_Johnston.htm,FALSE
d17d8043-2102-4329-8363-06b6a3dc04c0,,Kelley,,Benjamin,Franklin,F.,Brigadier General,"In 1861 Kelley raised the First West Virginia Infantry, which he led into service at the Battle of Philippi. He was wounded in the engagement.  He returned as a brigadier general to command forces guarding the Baltimore and Ohio Railroad. In 1864 he received a promotion to major general. In 1865, he resigned from the army.","K. Singel, 02/08/2008 ; GENERALS IN BLUE (1992) ; ABPP BATTLE SUMMARIES (1997) ; edited by J. Phillips, 8/23/2010.",http://www.arlingtoncemetery.net/bfkelly.htm,http://blueandgraytrail.com/photo/4,FALSE
a1119257-117f-4c06-adbd-07895c4ff3da,,Byrd,,William,,,Lieutenant Colonel,"During the Red River campaign of 1864. Lieutenant Colonel Bryd served as the commander of the Fort DeRussy Garrison, with approximately 350 men. In March 1864, they were attacked by a division of Union infantry. Upon arriving at the fort, the enemy garrison of 350 men opened fire. Around 6:30 pm,  the Union commander ordered a charge on the fort and about twenty minutes later, they scaled the parapet, which forced Lt. Col. Byrd to surrender his command.","K. Singel, 03/24/2008 ; ABPP BATTLE SUMMARIES (1997)",,,FALSE
8898d2e3-eb7a-498c-8d4f-0886008fbd28,,Fitch,,Graham,,N.,Colonel,"At Saint Charles, Arkansas, in June 1862 in command of the 46th Indiana Infantry, Colonel Fitch undertook an attack on the Confederate batteries with his infantry. He withheld the support of Union naval armaments and he successfully turned the enemy flank, which caused enemy artillery to cease fire, and effectively, left Saint Charles open to Federal occupation.","K.Singel, 03/07/2008 ; ABPP BATTLE SUMMARIES (1997) ; edited by J. Phillips, 8/21/2010.",,,FALSE
03c2a063-2c1f-4006-9be2-08bcb50ee9ea,,Pemberton,,John,Clifford,C.,Lieutenant General,"In June 1861, Pemberton entered into the Confederate army at a brigadier general. He advanced to the rank of major general, when he became the commander of the Department of South Carolina, Georgia and Florida. In October 1862, he was transferred to command of the Department of Mississippi, Tennessee, and East Louisiana with another promotion - to the rank of lieutenant general. In the siege of Vicksburg, he was forced to surrender the city on July 4, 1863. He resigned his commission of lieutenant general less than a year later in 1864. He rejoined the army as a lieutenant colonel of artillery, in which position, he served until the end of the war.","K. Singel, 03/21/2008 ; GENERALS IN GRAY (1987) ; WAKELYN ( 1977) ; ABPP BATTLE SUMMARIES (1997)",,,FALSE
1f939341-eedd-41d7-8805-0927336ebd5f,,Le Duc,,William,Gates,G,Brigadier General,"William Le Duc was born in Wilkesville, Ohio on March 29, 1823.  Le Duc was involved in the early development of Minnesota and was present for the 1851 negotiation and treaty with the Sioux at Traverse de Sioux.  He also helped bring the railroad to the state. In 1862 Le Duc entered the Union army and was at once appointed to a position in the quartermaster's department, with the rank of captain. He was afterwards promoted to the rank of lieutenant colonel and at the close of the war was brevetted brigadier general of volunteers. After the war, Le Duc returned home to Hastings, Minnesota. In 1877, he was appointed by President Rutherford B. Hayes as a Commissioner of Agriculture. Le Duc died October 30, 1917.","A. Sirna, 09/08/2009, http://collections.mnhs.org/MNHistoryMagazine/articles/3/v03i02p055-065.pdf ; edited by J. Phillips, 8/19/2010.",http://collections.mnhs.org/MNHistoryMagazine/articles/3/v03i02p055-065.pdf,http://www.dakotahistory.org/LeDuc/aboutus.asp,FALSE
6420b474-c728-4537-84ce-09ae419a5398,,Gardner,,Franklin,,,Major General,"Gardner joined the Confederate Army as a lieutenant colonel in 1861. He helped lead the cavalry at the Battle of Shiloh. Afterward, for his leadership, he was promoted to brigadier general in April 1862. In December, he was promoted to major general. He commanded Confederate forces at Port Hudson, La., until July 1863. He was taken prisoner at the fall of Vicksburg. He was exchanged in August 1864, but he saw no further frontline duty for the remainder of the war.","K.Singel, 02/22/2008 ; WAKELYN (1977) ; ABPP BATTLE SUMMARIES (1997)",,,FALSE
c97e392a-d319-4c82-9201-0a35f418a0a9,,Pillow,,Gideon,Johnson,J.,Brigadier General,"Although he initially opposed secession, Gideon Pillow joined the Confederacy when Tennessee seceded. Despite the fact he was originally commissioned a major general, he served as a brigadier general as of July 9, 1861. In November 1861, he led a division into battle at Belmont, Missouri. Later, he participated in the siege at Fort Donelson in February 1862, where soon after he was relinquished of command.","K. Singel, 02/13/2008 ; GENERALS IN GRAY (1959) ; SIFAKIS (1988) ; ABPP BATTLE SUMMARIES (1997); Revised J. Frederick 8/18/10",http://tennesseeencyclopedia.net/imagegallery.php?EntryID=P029,http://www.alexandria.lib.va.us/lhsc_online_exhibits/generals/pillow.html,FALSE
8c47a23f-aa9e-4471-aef9-0a684d289a91,,Olmsted,,Frederick,Law,L,,"Olmsted was born in Hartford, Connecticut, in 1822. At the age of 35, he discovered landscape architecture. In 1857, he was appointed as Superintendent of Central Park, New York City. In 1861, he obtained a leave of absence to become director of the U.S. Sanitary Commission. In 1863, he moved to California to become manager of the Mariposa Mining Estate. In 1865, he returned to New York and his career as a landscape architect. He died in 1903.","K. Engel, 01/13/2011, http://www.nps.gov/frla/index.htm ; http://www.olmsted.org/ht/d/sp/i/1162/pid/1162",http://www.olmsted.org/ht/d/sp/i/1162/pid/1162,,FALSE
add4cd41-6acd-4edd-be40-0a794fd84493,,Powers,,Frank,,P.,Colonel,"There are few records of Powers' service during the Civil War, with the exception of his leadership at the Battle of Plains Store during the siege of Port Hudson. In May 1863, Colonel Powers commanded his forces in a Battle at Plains Store, Louisiana. This action was a victory for the Union, and the last Confederate escape route from Port Hudson was closed.","K.Singel, 02/25/2008; ABPP BATTLE SUMMARIES (1997)",,,FALSE
d065f68c-1ebb-494f-a90d-0ae1488c0059,,Garrison,,William,Lloyd,L,,"Born in 1805, Garrison grew up to become an editor and a journalist. When he was 25, Garrison joined the Abolition movement. He worked as the co-editor of an antislavery paper, The Genius of Universal Emancipation. On January 1, 1831, he published the first issue of his own anti-slavery newspaper, the Liberator. In 1865, he published the last of his 1, 820 consecutive issues. After the war, he supported women’s suffrage and better treatment for Native Americans. He died in 1879.","K. Engel, 01/19/2011, http://www.pbs.org/wgbh/aia/part4/4p1561.html ; http://ehistory.osu.edu/uscw/features/people/bio.cfm?PID=34 [accessed 19 Jan 2011]",http://www.pbs.org/wgbh/aia/part4/4p1561.html,,FALSE
d53b386e-d584-4870-a79d-0b0624595842,,Wyman,,R.,,H.,Lieutenant,"At the outbreak of the Civil War in April 1861, Wyman was a commander in the service of the United States. In September, Wyman assumed command of the Pocahontas, as part of the Potomac River Flotilla. However, he soon took command of the steamer Pawnee in October 1861. Wyman took part in Flag Officer DuPont's capture of the key seaport of Port Royal, S.C. After that operation, Wyman returned north and took command of the Potomac River Flotilla in December 1861.  As commander of this flotilla, he led the Union forces in the Battle of Cockpit Point, in January 1862. .He held this post until the end of June 1862. During his time in the Potomac, he was active in maintaining Union control of that vital river and of much of the Rappahannock during the Peninsula Campaign. 
Promoted to commander on 16 July 1862, Wyman was ordered to command the gunboat Sonoma on the James River. Transferred to the West Indian Squadron the following October, he commanded the steam sloop Wachusett and the paddle steamer Santiago de Cuba, and captured the blockade runners Brittania and Lizzie. During the last two years of the war, he served on special duty in the Navy Department in Washington.","K.Singel, 03/07/2008 ; ABPP BATTLE SUMMARIES (1997) ; http://www.history.navy.mil/",http://www.history.navy.mil/danfs/w11/wyman-i.htm,,FALSE
314d43fb-cc90-46f6-b15a-0c49039657ee,,Debray,,Xavier,Blanchard,B.,Colonel,"Debray began his service in 1861 as aide-de-camp to Governor Edward Clark, and then, as a major of the Second Texas Infantry, Debray soon received a promotion in December 1861 to lieutenant colonel and commander of a Texas Cavalry battalion. In March 1862, he became a colonel of the 26th Texas Cavalry. In July, he assumed command of the military subdistrict of Houston in the Department of Texas. He commanded troops in the recapture of Galveston on January 1, 1863. In February 1863, he was relieved of command of the eastern subdivision of Texas in the Trans-Mississippi Department, before he took command of the troops in the District of Texas, New Mexico, and Arizona.  In 1864, Debray led his regiment in the Red River campaign in Louisiana. For his participation in the battles of Mansfield and Pleasant Hill, he was appointed brigadier general by General Edmund Kirby Smith , but this was never confirmed. Nevertheless, he commanded a brigade until he discharged his men on March 24, 1865.","K. Singel, 04/08/2008 ; ABPP BATTLE SUMMARIES (1997) ; http://www.tshaonline.org/ ;",http://www.cemetery.state.tx.us/pub/user_form.asp?step=1&pers_id=229,http://www.tshaonline.org/handbook/online/articles/DD/fde2.html,FALSE
fc43214a-033c-4850-8754-0c5c1d20e261,,Gage,,Matilda,Joslyn,J,,"Matilda Joslyn Gage was born on March 24, 1826, in Cicero, New York. An only child, she was raised in a household dedicated to antislavery. Her father, Dr. Hezekiah Joslyn, was a nationally known abolitionist, and their home was a station on the Underground Railroad.","K. Engel, 01/06/2011, http://www.matildajoslyngage.org/gage-home/bringing-gage-to-life/who-was-matilda-joslyn-gage/ ; http://www.nyhistory.com/gagepage/gagebio.htm",http://www.matildajoslyngage.org/gage-home/bringing-gage-to-life/who-was-matilda-joslyn-gage/,http://www.nyhistory.com/gagepage/gagebio.htm,FALSE
16a4cbb9-a9c2-4ab9-95ab-0c9cd1cbb91f,,Lewelling,,Henderson,,,,"Henderson Lewelling was a Quaker, abolitionist, and helped establish the fruit industry in Iowa, Oregon, and California. He and his brother were among the first farmers to plant fruit trees in Iowa. In 1837 they planted thirty five varieties of apples, pears, cherries, peaches, plums, and assorted fruits. Lewelling’s home in Iowa was likely used for anti-slavery meetings and as a haven for escaped slaves. Ten years after arriving in Salem, Lewelling moved to Oregon and later California. Today, Lewelling is known as the Father of the Pacific Fruit Industry.","A. Sirna, 12/02/2009; http://www.nps.gov/history/Nr/travel/underground/ia3.htm [accessed 12/02/2009]; Revised J. Frederick 8/18/10",http://www.nps.gov/history/Nr/travel/underground/ia3.htm,,FALSE
fdb062c0-f9c9-4b28-9e78-0ca9ca56ba1e,,McCook,,Edward,Moody,M.,Brigadier General,"In May 1861, McCook was appointed a lieutenant of cavalry. He served in the 2nd Indiana Cavalry. Advancing through the ranks, he commanded a brigade at Perryville and at Chickamauga. On January 27, 1864, he led his forces in the action at Fair Garden, Tennessee. Then, in April 1864, he was promoted to brigadier general as the division commander of the cavalry of the Army of the Cumberland. During the campaign in Georgia, his division's service at Lovejoy's Station succeeded in cutting the Macon Railroad south of Atlanta. He spent the rest of war on raids through Alabama, Georgia and Tennessee. He resigned from the army in 1866.","K. Singel, 02/15/2008 ; ABPP BATTLE SUMMARIES (1997) ; GENERALS IN BLUE (1992)",http://www.colorado.gov/dpa/doit/archives/govs/mccook.html,,FALSE
dfceb806-44f4-4ef8-9582-0d41703725d8,,Pierce,,Edward,Lillie,L,,"Born in 1829, Pierce graduated from Harvard at the age of 23. As a lawyer, he first became private secretary for Salmon P Chase. In 1857, he published a book on ""American Railroad Law."" In 1861, he enlisted as a private in the 3rd Massachusetts. In 1862, he was appointed to take charge of the freedmen of the South Carolina Sea Islands. After the war, he continued in public service.","K. Engel, 01/14/2011",,,FALSE
b2dc590c-f108-4e13-a3e3-0d47a00668c3,,Buckner,,Simon,Bolivar,B.,Brigadier General,"In September 1861 Buckner was appointed a brigadier general in the Confederate service. He was taken prisoner in the capture of Fort Donelson. After he was exchanged, Buckner led a division into the invasion of Kentucky. From December 1862 to April 1863, he served in the defense of Mobile, Alabama. From April to August 1863, he commanded the department of East Tennessee, including command of a corps at the Battle of Chickamauga. In September 1864, he was appointed as lieutenant general and chief of staff to Gen. Kirby Smith, in which position he remained until the end of the war.","K. Singel, 03/17/2008 ; GENERALS IN GRAY (1987) ; ABPP BATTLE SUMMARIES (1997) ; edited by J. Phillips, 8/22/2010.",,,FALSE
7106d7d9-284b-454a-b0a7-0d60797c777b,,Walker,,Robert,,J.,,"Robert Walker served as the Fourth territorial governor of Kansas (1857), who was originally a Democratic Senator from Mississippi (1835-45) until he resigned to serve in the cabinet of President James K. Polk. His term as Kansas Governor was brief. Ultimately, he served as a financial agent to Europe during the Lincoln administration.","M. Nickels, 08/21/2007; http://www.territorialkansasonline.org/; http://skyways.lib.ks.us/; Revised 8/22/10 Jared Frederick",http://www.territorialkansasonline.org/cgiwrap/imlskto/index.php?SCREEN=show_document&SCREEN_FROM=pol_govt&document_id=102560&FROM_PAGE=&topic_id=52,http://skyways.lib.ks.us/genweb/archives/1918ks/v2/ch35p1.html,FALSE
2bdcf35e-f609-43e7-bf34-0d6af4df295f,,Curtis,,Henry,,Z.,Major,"In October 1863, Curtis was in the service of the Union army in the rank of major. He died under the command of Lieutenant James Pond at the Battle of Baxter Springs. He is buried in the cemetery at Baxter Springs, Kansas.","M. Nickels, 08/21/2007; ABPP BATTLE SUMMARIES (1997) ; http://skyways.lib.ks.us/",http://skyways.lib.ks.us/genweb/cherokee/library2/cemetery/baxterspg/,,FALSE
9ddb278d-82fe-4d96-af0e-0dac8c4ccf5b,,Coburn,,John,,,Colonel,"At the battle of Thompson's Station on March 4, 1863, a reinforced Union infantry brigade, under Colonel Coburn left Franklin, Tennessee, in route to Columbia. Within thirty-six hours, and after three hard-fought attempts by Confederate skirmishers to capture his wagon train, Coburn was surrounded and forced to surrender.","K.Singel, 03/07/2008 ; ABPP BATTLE SUMMARIES (1997) ; edited by J. Phillips, 8/22/2010.",,,FALSE
f7329508-919d-4fc2-af29-0dbb4c0f2291,,French,,William,,H.,Major General,"In 1861, French was in service in command of a garrison in Texas. When ordered to the east, he refused to surrender his garrison to the state. He led his troops to the federal post at Key West, Florida. On September 28, 1861, he was appointed a brigadier general of volunteers, and commanded a brigade in the II Corps of the Army of the Potomac in the Peninsula Campaign and Seven Days' Campaign. At the Battle of Antietam, French led a division, and afterward, he was promoted to major general on November 29, 1862. He would serve at the Battle of Fredericksburg, and at the Battle of Chancellorsville. In July 1863, French commanded the Union forces in the Battle of Manassas Gap during the pursuit of the Confederate army after the Battle of Gettysburg. Subsequently, in October 1863, he led the Union forces involved at the Battle of Auburn, during the Bristoe campaign. This move earned him a temporary promotion to the command of the III corps during the Mine Run campaign, a position which he soon lost after he delayed operations and contributed to the failure of this campaign. Subsequently, he was relieved of command in May 1864, and served on military boards.","K. Singel, 03/10/2008 ; GENERALS IN BLUE (1992) ; ABPP BATTLE SUMMARIES (1997)",,,FALSE
9514b7b0-7398-44aa-89c2-0e8a1f09f32f,,Mackall,,William,Whann,W.,Brigadier General,"Mackall turned down a staff position in the Union Army to join the Confederate service in 1861. In February 1862, he received a promotion to brigadier general. In April at the Battle of New Madrid and Island No.10, he was forced to surrender soon after he assumed command. He was captured and subsequently exchanged. He returned to service in April 1863 as the appointed chief of staff of the Army of Tennessee. However, he requested relief from this position within six months. Another appointment as Gen. Joseph E. Johnston's chief of staff did not improve his disposition to this position. He requested relief again. After his request was granted, Mackall received no further assignments during the rest of the war.","K. Singel, 03/18/2008 ; GENERALS IN GRAY (1987) ; http://www.lib.unc.edu/mss/inv/m/Mackall,William_Whann.html ; http://www.cchistory.org/cwmackall.htm ; ABPP BATTLE SUMMARIES (1997) ; edited by J. Phillips, 8/22/2010.",http://www.cchistory.org/cwmackall.htm,,FALSE
306919f0-5ae8-4dee-ba37-0ea56b932b91,,Anderson,,Richard,Heron,H.,Major General,"Commissioned as a major in 1861, Anderson was present at the fall of Fort Sumter. In July, he received his first promotion - to brigadier general. He was in command of the city of Charleston until 1862, when he was transferred to the Army of Northern Virginia. He served in the Peninsula campaign of 1862 under Gen. James Longstreet. In July 1862, he received another promotion to major general. He commanded a division through the battles of South Mountain, Antietam, Fredericksburg, Chancellorsville, Gettysburg and Wilderness. After the Battle of Wilderness, he was promoted to lieutenant general in temporary command of Longstreet's corps. He served in the defense of Richmond, however, his division suffered heavily at the Battle of Sayler's Creek. He returned home before the surrender at Appomattox.","K. Singel, 02/26/2008 ; ABPP BATTLE SUMMARIES (1997) ; GENERALS IN GRAY (1987)",,,FALSE
a2300f00-ee2f-4b71-a514-0ebc49074293,,Bethune,,Mary,McLeod,M.,,"Born in Mayesville, South Carolina in 1875 to former slaves, Mary McLeod Bethune was one of seventeen children. She dedicated her life to the right to education and freedom from discrimination for African Americans. She helped establish the National Association of Colored Women, among many other organizations. Included in her many accomplishments, she served as director of the National Youth Administration's Division of Negro Affairs, Vice-President of the NAACP, and served on President Truman's Committee of Twelve for National Defense. Bethune passed away in 1955, leaving a legacy of interracial cooperation and better educational opportunities for African Americans.","K. Singel, 12/28/09, http://www.nps.gov/mamc/index.htm [accessed 28 Dec 2009]; Revised J. Frederick 8/18/10",http://www.nps.gov/mamc/index.htm,http://www.floridamemory.com/onlineclassroom/marybethune/,FALSE
929deb8f-7e95-4b9d-a2aa-0ee2b061ecfb,,Cooke,,James,Wallace,W.,Captain,"There are few records to distinguish the service of James W. Cooke, with the exception of his service in the battle of Albemarle Sound. On May 5, 1864, Commander Cooke, in command of the CSS Albemarle, fought off seven blockading Union ships to a draw at the mouth of the Roanoke River.","K. Singel, 03/17/2008 ; GENERALS IN GRAY (1987) ; ABPP BATTLE SUMMARIES (1997) ; edited by J. Phillips, 8/21/2010.",,,FALSE
78a5beff-63c4-42ef-a506-0eef45bcc8ad,,Mouton,,Alfred,Alexander,A.,Brigadier General,"As a Confederate commander, Jean Jacques Alfred Alexander Mouton, served in the Louisiana militia prior to 1861. In 1861, he joined the 18th Louisiana Infantry. In October 1862, he received the rank of brigadier general. He commanded the Confederate forces at Georgia Landing. In the Battle of Shiloh, he was wounded, after which he was assigned to western Louisiana. On April 8, 1864, he was killed leading a charge in the battle for Mansfield in Louisiana.","K. Singel, 02/06/2008 ; SIFAKIS (1988) ; ABPP BATTLE SUMMARIES (1997)",,,FALSE
