filename,battle,name,state,county,start_date,end_date,description,campaign
cw_009714_darbytownand.htm,VA077,Darbytown and New Market Roads,Virginia ,Henrico County,1864-10-07,1864-10-07,"Darbytown and New Market Roads, Virginia (VA077) , Henrico County, October 7, 1864",Richmond-Petersburg Campaign: June 1864-March 1865
cw_004601_fortbislandl.htm,LA006,Fort Bisland,Louisiana ,St. Mary Parish,1863-04-12,1863-04-13,"Fort Bisland, Louisiana (LA006) , St. Mary Parish, April 12-13, 1863",West Louisiana: April 1863
cw_006501_sabinepassii.htm,TX006,Sabine Pass II,Texas ,Jefferson County,1863-09-08,1863-09-08,"Sabine Pass II, Texas (TX006) , Jefferson County, September 8, 1863",Blockade of the Texas Coast: September 1863
cw_009004_rutherfordsf.htm,VA115,Rutherford's Farm,Virginia ,Frederick County and Winchester,1864-07-20,1864-07-20,"Rutherford's Farm, Virginia (VA115) , Frederick County and Winchester, July 20, 1864","Early in Maryland, Pennsylvania, and the Shenandoah Valley: July-August 1864"
cw_010305_springhillte.htm,TN035,Spring Hill,Tennessee ,Maury County and Spring Hill,1864-11-29,1864-11-29,"Spring Hill, Tennessee (TN035) , Maury County and Spring Hill, November 29, 1864",Hood's March to Tennessee: October-December 1864
cw_008502_albemarlesou.htm,NC013,Albemarle Sound,North Carolina ,Chowan and Washington Counties,1864-05-05,1864-05-05,"Albemarle Sound, North Carolina (NC013) , Chowan and Washington Counties, May 5, 1864",North Carolina: April-May 1864
cw_010008_maraisdescyg.htm,KS004,Marais des Cygnes,Kansas ,Linn County,1864-10-25,1864-10-25,"Marais des Cygnes, Kansas (KS004) , Linn County, October 25, 1864",Price in Missouri and Kansas: September-October 1864
cw_008705_wilsonswharf.htm,VA056,Wilson's Wharf,Virginia ,Charles City County,1864-05-24,1864-05-24,"Wilson's Wharf, Virginia (VA056) , Charles City County, May 24, 1864",Grant's Overland Campaign: May-June 1864
cw_004311_millikensben.htm,LA011,Milliken's Bend,Louisiana ,Madison Parish,1863-06-07,1863-06-07,"Milliken's Bend, Louisiana (LA011) , Madison Parish, June 7, 1863",Vicksburg Campaign and Siege: December 1862-July 1863
cw_003103_richmondkent.htm,KY007,Richmond,Kentucky ,Madison County,1862-08-29,1862-08-30,"Richmond, Kentucky (KY007) , Madison County, August 29-30, 1862",Confederate Heartland Offensive: June-October 1862
cw_002801_hamptonroads.htm,VA008,Hampton Roads,Virginia ,Hampton Roads,1862-03-08,1862-03-09,"Hampton Roads, Virginia (VA008) , Hampton Roads, March 8-9, 1862",Peninsula Campaign: March-August 1862
cw_009003_coolspringvi.htm,VA114,Cool Spring,Virginia ,Clarke County,1864-07-17,1864-07-18,"Cool Spring, Virginia (VA114) , Clarke County, July 17-18, 1864","Early in Maryland, Pennsylvania, and the Shenandoah Valley: July-August 1864"
cw_006202_baxterspring.htm,KS002,Baxter Springs,Kansas ,Cherokee County,1863-10-06,1863-10-06,"Baxter Springs, Kansas (KS002) , Cherokee County, October 6, 1863",Kansas: August-October 1863
cw_001001_belmontmisso.htm,MO009,Belmont,Missouri ,Mississippi County,1861-11-07,1861-11-07,"Belmont, Missouri (MO009) , Mississippi County, November 7, 1861",Grant on the Mississippi River: November 1861
cw_009503_memphisiiten.htm,TN031,Memphis II,Tennessee ,Memphis,1864-08-21,1864-08-21,"Memphis II, Tennessee (TN031) , Memphis, August 21, 1864",Forrest's Defense of Mississippi: June-August 1864
cw_010001_pilotknobmis.htm,MO021,Pilot Knob,Missouri ,Iron County,1864-09-26,1864-09-28,"Pilot Knob, Missouri (MO021) , Iron County, September 26-28, 1864",Price in Missouri and Kansas: September-October 1864
cw_004602_irishbendlou.htm,LA007,Irish Bend,Louisiana ,St. Mary Parish,1863-04-14,1863-04-14,"Irish Bend, Louisiana (LA007) , St. Mary Parish, April 14, 1863",West Louisiana: April 1863
cw_004504_chalkbluffar.htm,AR007,Chalk Bluff,Arkansas ,Clay County,1863-05-01,1863-05-02,"Chalk Bluff, Arkansas (AR007) , Clay County, May 1-2, 1863",Missouri and Arkansas: January-May 1863
cw_010502_buckheadcree.htm,GA026,Buck Head Creek,Georgia ,Jenkins County,1864-11-28,1864-11-28,"Buck Head Creek, Georgia (GA026) , Jenkins County, November 28, 1864",Sherman's March to the Sea: November-December 1864
cw_000401_philippiwest.htm,WV001,Philippi,West Virginia ,Barbour County,1861-06-03,1861-06-03,"Philippi, West Virginia (WV001) , Barbour County, June 3, 1861",West Virginia: June-December 1861
cw_000907_fredericktow.htm,MO007,Fredericktown,Missouri ,Madison County,1861-10-21,1861-10-21,"Fredericktown, Missouri (MO007) , Madison County, October 21, 1861",Missouri: June-October 1861
cw_005005_frankliniten.htm,TN016,Franklin I,Tennessee ,Williamson County and Franklin,1863-04-10,1863-04-10,"Franklin I, Tennessee (TN016) , Williamson County and Franklin, April 10, 1863",Middle Tennessee: February-April 1863
cw_009705_sapponychurc.htm,VA067,Sappony Church,Virginia ,Sussex County,1864-06-28,1864-06-28,"Sappony Church, Virginia (VA067) , Sussex County, June 28, 1864",Richmond-Petersburg Campaign: June 1864-March 1865
cw_009301_rockyfacerid.htm,GA007,Rocky Face Ridge,Georgia ,Whitfield County and Dalton,1864-05-07,1864-05-13,"Rocky Face Ridge, Georgia (GA007) , Whitfield County and Dalton, May 7-13, 1864",Atlanta Campaign: May-September 1864
cw_001903_shilohtennes.htm,TN003,Shiloh,Tennessee ,Hardin County,1862-04-06,1862-04-07,"Shiloh, Tennessee (TN003) , Hardin County, April 6-7, 1862",Cumberland and Tennessee Rivers: February-June 1862
cw_002703_princetoncou.htm,WV009,Princeton Court House Princeton,West Virginia ,Mercer County,1862-05-15,1862-05-17,"Princeton Court House Princeton, West Virginia (WV009) , Mercer County, May 15-17, 1862",Jackson's Shenandoah Valley Campaign: March-June 1862
cw_001502_chustotalasa.htm,OK002,Chusto-Talasah,Oklahoma ,Tulsa County,1861-12-09,1861-12-09,"Chusto-Talasah, Oklahoma (OK002) , Tulsa County, December 9, 1861",Indian Territory: November-December 1861
cw_010308_nashvilleten.htm,TN038,Nashville,Tennessee ,Davidson County,1864-12-15,1864-12-16,"Nashville, Tennessee (TN038) , Davidson County, December 15-16, 1864",Hood's March to Tennessee: October-December 1864
cw_005101_fortmcallist.htm,GA002,Fort McAllister I,Georgia ,Bryan County,1863-01-27,1863-03-03,"Fort McAllister I, Georgia (GA002) , Bryan County, January 27-March 3, 1863",Union Naval Attacks on Fort McAllister: January-March 1863
cw_002002_memphisitenn.htm,TN004,Memphis I,Tennessee ,Memphis,1862-06-06,1862-06-06,"Memphis I, Tennessee (TN004) , Memphis, June 6, 1862",Middle Mississippi River: February-June 1862
cw_003004_shepherdstow.htm,WV016,Shepherdstown,West Virginia,Jefferson County,1862-09-19,1862-09-20,"Shepherdstown, West Virginia(WV016) , Jefferson County, September 19-20, 1862",Maryland Campaign: September 1862
cw_008304_marksmillsar.htm,AR015,Marks' Mills,Arkansas ,Cleveland County,1864-04-25,1864-04-25,"Marks' Mills, Arkansas (AR015) , Cleveland County, April 25, 1864","Camden, Arkansas, Expedition: April-June 1864"
cw_002401_secessionvil.htm,SC002,Secessionville,South Carolina ,Charleston County,1862-06-16,1862-06-16,"Secessionville, South Carolina (SC002) , Charleston County, June 16, 1862",Charleston: June 1862
cw_002208_whitehallnor.htm,NC008,White Hall,North Carolina ,Wayne County,1862-12-16,1862-12-16,"White Hall, North Carolina (NC008) , Wayne County, December 16, 1862",North Carolina: August 1861; February-December 1862
cw_002704_frontroyalvi.htm,VA103,Front Royal,Virginia ,Warren County,1862-05-23,1862-05-23,"Front Royal, Virginia (VA103) , Warren County, May 23, 1862",Jackson's Shenandoah Valley Campaign: March-June 1862
cw_009713_peeblesfarmv.htm,VA074,Peebles' Farm,Virginia ,Dinwiddie County,1864-09-30,1864-10-02,"Peebles' Farm, Virginia (VA074) , Dinwiddie County, September 30-October 2, 1864",Richmond-Petersburg Campaign: June 1864-March 1865
cw_001702_hillsplantat.htm,AR003,Hill's Plantation,Arkansas ,Woodruff County,1862-07-07,1862-07-07,"Hill's Plantation, Arkansas (AR003) , Woodruff County, July 7, 1862",Arkansas: June-July 1862
cw_003406_clarksmillmi.htm,MO017,Clark's Mill,Missouri ,Douglas County,1862-11-07,1862-11-07,"Clark's Mill, Missouri (MO017) , Douglas County, November 7, 1862",Missouri and Oklahoma: August-November 1862
cw_001101_mountzionchu.htm,MO010,Mount Zion Church,Missouri ,Boone County,1861-12-28,1861-12-28,"Mount Zion Church, Missouri (MO010) , Boone County, December 28, 1861",Missouri: December 1861-January 1862
cw_002209_goldsborobri.htm,NC009,Goldsboro Bridge,North Carolina ,Wayne County,1862-12-17,1862-12-17,"Goldsboro Bridge, North Carolina (NC009) , Wayne County, December 17, 1862",North Carolina: August 1861; February-December 1862
cw_002811_garnettsandg.htm,VA018,Garnett's and Golding's Farms,Virginia ,Henrico County,1862-06-27,1862-06-28,"Garnett's and Golding's Farms, Virginia (VA018) , Henrico County, June 27-28, 1862",Peninsula Campaign: March-August 1862
cw_007201_chattanoogai.htm,TN024,Chattanooga III,Tennessee ,Hamilton County and Chattanooga,1863-11-23,1863-11-25,"Chattanooga III, Tennessee (TN024) , Hamilton County and Chattanooga, November 23-25, 1863",Chattanooga-Ringgold Campaign: November 1863
cw_001501_roundmountai.htm,OK001,Round Mountain,Oklahoma ,county unknown,1861-11-19,1861-11-19,"Round Mountain, Oklahoma (OK001) , county unknown, November 19, 1861",Indian Territory: November-December 1861
cw_009005_secondkernst.htm,VA116,Second Kernstown,Virginia ,Frederick County and Winchester,1864-07-24,1864-07-24,"Second Kernstown, Virginia (VA116) , Frederick County and Winchester, July 24, 1864","Early in Maryland, Pennsylvania, and the Shenandoah Valley: July-August 1864"
cw_009002_fortstevensd.htm,DC001,Fort Stevens,District of Columbia ,District of Columbia,1864-07-11,1864-07-12,"Fort Stevens, District of Columbia (DC001) , District of Columbia, July 11-12, 1864","Early in Maryland, Pennsylvania, and the Shenandoah Valley: July-August 1864"
cw_009107_tomsbrookvir.htm,VA121,Tom's Brook,Virginia ,Shenandoah County,1864-10-09,1864-10-09,"Tom's Brook, Virginia (VA121) , Shenandoah County, October 9, 1864",Sheridan's Shenandoah Valley Campaign: August 1864-March 1865
cw_005701_brandystatio.htm,VA035,Brandy Station,Virginia ,Culpeper County,1863-06-09,1863-06-09,"Brandy Station, Virginia (VA035) , Culpeper County, June 9, 1863",Gettysburg Campaign: June-July 1863
cw_005301_fortanderson.htm,NC010,Fort Anderson,North Carolina ,Craven County,1863-03-13,1863-03-15,"Fort Anderson, North Carolina (NC010) , Craven County, March 13-15, 1863",Longstreet's Tidewater Campaign: March-April 1863
cw_010909_sailorscreek.htm,VA093,Sailor's Creek,Virginia ,"Amelia, Nottaway, and Prince Edward Counties",1865-04-06,1865-04-06,"Sailor's Creek, Virginia (VA093) , Amelia, Nottaway, and Prince Edward Counties, April 6, 1865",Appomattox Campaign: March-April 1865
cw_005401_kellysfordvi.htm,VA029,Kelly's Ford,Virginia ,Culpeper County,1863-03-17,1863-03-17,"Kelly's Ford, Virginia (VA029) , Culpeper County, March 17, 1863",Cavalry Along the Rappahannock: March 1863
cw_009715_darbytownroa.htm,VA078,Darbytown Road,Virginia ,Henrico County,1864-10-13,1864-10-13,"Darbytown Road, Virginia (VA078) , Henrico County, October 13, 1864",Richmond-Petersburg Campaign: June 1864-March 1865
cw_009702_petersburgii.htm,VA063,Petersburg II,Virginia ,Prince George County and Petersburg,1864-06-15,1864-06-18,"Petersburg II, Virginia (VA063) , Prince George County and Petersburg, June 15-18, 1864",Richmond-Petersburg Campaign: June 1864-March 1865
cw_003404_newtoniaimis.htm,MO016,Newtonia I,Missouri ,Newton County,1862-09-30,1862-09-30,"Newtonia I, Missouri (MO016) , Newton County, September 30, 1862",Missouri and Oklahoma: August-November 1862
cw_002402_simmonsbluff.htm,SC003,Simmons' Bluff,South Carolina ,Charleston County,1862-06-21,1862-06-21,"Simmons' Bluff, South Carolina (SC003) , Charleston County, June 21, 1862",Charleston: June 1862
cw_006403_chickamaugag.htm,GA004,Chickamauga,Georgia ,Catoosa and Walker Counties,1863-09-18,1863-09-20,"Chickamauga, Georgia (GA004) , Catoosa and Walker Counties, September 18-20, 1863",Chickamauga Campaign: August-September 1863
cw_010911_highbridgevi.htm,VA095,High Bridge,Virginia ,Prince Edward and Cumberland Counties,1865-04-06,1865-04-07,"High Bridge, Virginia (VA095) , Prince Edward and Cumberland Counties, April 6-7, 1865",Appomattox Campaign: March-April 1865
cw_005206_fortsumterii.htm,SC008,Fort Sumter II,South Carolina ,Charleston County,1863-08-17,1863-09-09,"Fort Sumter II, South Carolina (SC008) , Charleston County, August 17-September 9, 1863",Charleston: April-September 1863
cw_008903_lynchburgvir.htm,VA064,Lynchburg,Virginia ,Lynchburg,1864-06-17,1864-06-18,"Lynchburg, Virginia (VA064) , Lynchburg, June 17-18, 1864",Shenandoah Valley: May-June 1864
cw_010501_griswoldvill.htm,GA025,Griswoldville,Georgia ,Twiggs and Jones Counties,1864-11-22,1864-11-22,"Griswoldville, Georgia (GA025) , Twiggs and Jones Counties, November 22, 1864",Sherman's March to the Sea: November-December 1864
cw_008604_proctorscree.htm,VA053,Proctor's Creek (Drewry's Bluff),Virginia ,Chesterfield County,1864-05-12,1864-05-16,"Proctor's Creek (Drewry's Bluff), Virginia (VA053) , Chesterfield County, May 12-16, 1864",Bermuda Hundred Campaign: May 1864
cw_003002_southmountai.htm,MD002,South Mountain,Maryland ,Washington and Frederick Counties,1862-09-14,1862-09-14,"South Mountain, Maryland (MD002) , Washington and Frederick Counties, September 14, 1862",Maryland Campaign: September 1862
cw_003902_prairiegrove.htm,AR005,Prairie Grove,Arkansas ,Washington County,1862-12-07,1862-12-07,"Prairie Grove, Arkansas (AR005) , Washington County, December 7, 1862",Arkansas: November-December 1862
cw_000702_dranesvillev.htm,VA007,Dranesville,Virginia ,Fairfax County,1861-12-20,1861-12-20,"Dranesville, Virginia (VA007) , Fairfax County, December 20, 1861",Northern Virginia: October-December 1861
cw_008306_ditchbayouol.htm,AR017,Ditch Bayou (Old River Lake),Arkansas ,Chicot County,1864-06-06,1864-06-06,"Ditch Bayou (Old River Lake), Arkansas (AR017) , Chicot County, June 6, 1864","Camden, Arkansas, Expedition: April-June 1864"
cw_009601_killdeermoun.htm,ND005,Killdeer Mountain,North Dakota ,Dunn County,1864-07-28,1864-07-29,"Killdeer Mountain, North Dakota (ND005) , Dunn County, July 28-29, 1864",Dakota Territory: July 1864
cw_004502_hartvillemis.htm,MO019,Hartville,Missouri ,Wright County,1863-01-09,1863-01-11,"Hartville, Missouri (MO019) , Wright County, January 9-11, 1863",Missouri and Arkansas: January-May 1863
cw_009307_kennesawmoun.htm,GA015,Kennesaw Mountain,Georgia ,Cobb County,1864-06-27,1864-06-27,"Kennesaw Mountain, Georgia (GA015) , Cobb County, June 27, 1864",Atlanta Campaign: May-September 1864
cw_010914_appomattoxco.htm,VA097,Appomattox Court House,Virginia ,Appomattox County,1865-04-09,1865-04-09,"Appomattox Court House, Virginia (VA097) , Appomattox County, April 9, 1865",Appomattox Campaign: March-April 1865
cw_004704_stirlingspla.htm,LA016,Stirling's Plantation,Louisiana,Pointe Coupee Parish,1863-09-29,1863-09-29,"Stirling's Plantation, Louisiana(LA016) , Pointe Coupee Parish, September 29, 1863",Louisiana: June-September 1863
cw_002805_drewrysbluff.htm,VA012,Drewry's Bluff,Virginia ,Chesterfield County,1862-05-15,1862-05-15,"Drewry's Bluff, Virginia (VA012) , Chesterfield County, May 15, 1862",Peninsula Campaign: March-August 1862
cw_009312_daltoniigeor.htm,GA020,Dalton II,Georgia ,Whitfield County and Dalton,1864-08-14,1864-08-15,"Dalton II, Georgia (GA020) , Whitfield County and Dalton, August 14-15, 1864",Atlanta Campaign: May-September 1864
cw_009306_kolbsfarmgeo.htm,GA014,Kolb's Farm,Georgia ,Cobb County,1864-06-22,1864-06-22,"Kolb's Farm, Georgia (GA014) , Cobb County, June 22, 1864",Atlanta Campaign: May-September 1864
cw_010802_wyseforknort.htm,NC017,Wyse Fork,North Carolina ,Lenoir County,1865-03-07,1865-03-10,"Wyse Fork, North Carolina (NC017) , Lenoir County, March 7-10, 1865",Sherman's Carolina Campaign: February-March 1865
cw_005201_charlestonha.htm,SC004,Charleston Harbor I,South Carolina ,Charleston County,1863-04-07,1863-04-07,"Charleston Harbor I, South Carolina (SC004) , Charleston County, April 7, 1863",Charleston: April-September 1863
cw_008402_fortpillowte.htm,TN030,Fort Pillow,Tennessee ,Lauderdale County,1864-04-12,1864-04-12,"Fort Pillow, Tennessee (TN030) , Lauderdale County, April 12, 1864",Forrest's Raid on Paducah and Fort Pillow: March-April 1864
cw_008704_northannavir.htm,VA055,North Anna,Virginia ,Hanover and Caroline Counties,1864-05-23,1864-05-26,"North Anna, Virginia (VA055) , Hanover and Caroline Counties, May 23-26, 1864",Grant's Overland Campaign: May-June 1864
cw_002804_elthamslandi.htm,VA011,Eltham's Landing,Virginia ,New Kent County,1862-05-07,1862-05-07,"Eltham's Landing, Virginia (VA011) , New Kent County, May 7, 1862",Peninsula Campaign: March-August 1862
cw_008707_totopotomoyc.htm,VA057,Totopotomoy Creek and Bethesda Church,Virginia ,Hanover County,1864-05-28,1864-05-30,"Totopotomoy Creek and Bethesda Church, Virginia (VA057) , Hanover County, May 28-30, 1864",Grant's Overland Campaign: May-June 1864
cw_004701_lafourchecro.htm,LA012,Lafourche Crossing,Louisiana ,Lafourche Parish,1863-06-20,1863-06-21,"Lafourche Crossing, Louisiana (LA012) , Lafourche Parish, June 20-21, 1863",Louisiana: June-September 1863
cw_005204_fortwagnerii.htm,SC007,"Fort Wagner II, Morris Island",South Carolina ,Charleston County,1863-07-18,1863-07-18,"Fort Wagner II, Morris Island, South Carolina (SC007) , Charleston County, July 18, 1863",Charleston: April-September 1863
cw_008303_poisonspring.htm,AR014,Poison Spring,Arkansas ,Ouachita County,1864-04-18,1864-04-18,"Poison Spring, Arkansas (AR014) , Ouachita County, April 18, 1864","Camden, Arkansas, Expedition: April-June 1864"
cw_004001_fredericksbu.htm,VA028,Fredericksburg I,Virginia ,Spotsylvania County and Fredericksburg,1862-12-11,1862-12-15,"Fredericksburg I, Virginia (VA028) , Spotsylvania County and Fredericksburg, December 11-15, 1862",Fredericksburg: December 1862
cw_008801_cloydsmounta.htm,VA049,Cloyd's Mountain,Virginia ,Pulaski County,1864-05-09,1864-05-09,"Cloyd's Mountain, Virginia (VA049) , Pulaski County, May 9, 1864",Southwest Virginia: May 1864
cw_002001_newmadridisl.htm,MO012,New Madrid/Island No. 10,Missouri ,"New Madrid, Missouri, and Lake County, Tennessee",1862-02-28,1862-04-08,"New Madrid/Island No. 10, Missouri (MO012) , New Madrid, Missouri, and Lake County, Tennessee, February 28-April 8, 1862",Middle Mississippi River: February-June 1862
cw_007903_okolonamissi.htm,MS013,Okolona,Mississippi ,Chickasaw County,1864-02-22,1864-02-22,"Okolona, Mississippi (MS013) , Chickasaw County, February 22, 1864",Deep South: January-February 1864
cw_004801_plainsstorel.htm,LA009,Plains Store,Louisiana ,East Baton Rouge Parish,1863-05-21,1863-05-21,"Plains Store, Louisiana (LA009) , East Baton Rouge Parish, May 21, 1863",Siege of Port Hudson: May-July 1863
cw_009709_seconddeepbo.htm,VA071,Second Deep Bottom,Virginia ,Henrico County,1864-08-13,1864-08-20,"Second Deep Bottom, Virginia (VA071) , Henrico County, August 13-20, 1864",Richmond-Petersburg Campaign: June 1864-March 1865
cw_004401_daysgapalaba.htm,AL001,Day's Gap,Alabama ,Cullman County,1863-04-30,1863-04-30,"Day's Gap, Alabama (AL001) , Cullman County, April 30, 1863",Streight's Raid Through Alabama: April-May 1863
cw_003301_iukamississi.htm,MS001,Iuka,Mississippi ,Tishomingo County,1862-09-19,1862-09-19,"Iuka, Mississippi (MS001) , Tishomingo County, September 19, 1862","Iuka and Corinth, Mississippi, Campaign: September-October 1862"
cw_001302_campwildcatk.htm,KY002,Camp Wildcat,Kentucky ,Laurel County,1861-10-21,1861-10-21,"Camp Wildcat, Kentucky (KY002) , Laurel County, October 21, 1861",Kentucky: September-December 1861
cw_006103_stonylakenor.htm,ND003,Stony Lake,North Dakota ,Burleigh County,1863-07-28,1863-07-28,"Stony Lake, North Dakota (ND003) , Burleigh County, July 28, 1863",North Dakota: July-September 1863
cw_010401_sandcreekcol.htm,CO001,Sand Creek,Colorado ,Kiowa and/or Cheyenne Counties,1864-11-29,1864-11-29,"Sand Creek, Colorado (CO001) , Kiowa and/or Cheyenne Counties, November 29, 1864","Sand Creek, Colorado Territory: November 1864"
cw_007601_minerunvirgi.htm,VA044,Mine Run,Virginia ,Orange County,1863-11-26,1863-12-02,"Mine Run, Virginia (VA044) , Orange County, November 26-December 2, 1863",Mine Run Campaign: November-December 1863
cw_008709_coldharborvi.htm,VA062,Cold Harbor,Virginia ,Hanover County,1864-05-31,1864-06-12,"Cold Harbor, Virginia (VA062) , Hanover County, May 31-June 12, 1864",Grant's Overland Campaign: May-June 1864
cw_000406_greenbrierri.htm,WV007,Greenbrier River,West Virginia ,Pocahontas County,1861-10-03,1861-10-03,"Greenbrier River, West Virginia (WV007) , Pocahontas County, October 3, 1861",West Virginia: June-December 1861
cw_007504_bucklandmill.htm,VA042,Buckland Mills,Virginia ,Fauquier County,1863-10-19,1863-10-19,"Buckland Mills, Virginia (VA042) , Fauquier County, October 19, 1863",Bristoe Campaign: October-November 1863
cw_010307_murfreesboro.htm,TN037,Murfreesboro II,Tennessee ,Rutherford County,1864-12-05,1864-12-07,"Murfreesboro II, Tennessee (TN037) , Rutherford County, December 5-7, 1864",Hood's March to Tennessee: October-December 1864
cw_009105_opequonthird.htm,VA119,Opequon (Third Winchester),Virginia ,Frederick and Clarke Counties and Winchester,1864-09-19,1864-09-19,"Opequon (Third Winchester), Virginia (VA119) , Frederick and Clarke Counties and Winchester, September 19, 1864",Sheridan's Shenandoah Valley Campaign: August 1864-March 1865
cw_003302_corinthmissi.htm,MS002,Corinth,Mississippi ,Alcorn County and Corinth,1862-10-03,1862-10-04,"Corinth, Mississippi (MS002) , Alcorn County and Corinth, October 3-4, 1862","Iuka and Corinth, Mississippi, Campaign: September-October 1862"
cw_002202_roanokeislan.htm,NC002,Roanoke Island,North Carolina ,Dare County,1862-02-07,1862-02-08,"Roanoke Island, North Carolina (NC002) , Dare County, February 7-8, 1862",North Carolina: August 1861; February-December 1862
cw_006104_whitestonehi.htm,ND004,Whitestone Hill,North Dakota ,Dickey County,1863-09-03,1863-09-04,"Whitestone Hill, North Dakota (ND004) , Dickey County, September 3-4, 1863",North Dakota: July-September 1863
cw_004501_springfieldi.htm,MO018,Springfield II,Missouri ,Greene County,1863-01-08,1863-01-08,"Springfield II, Missouri (MO018) , Greene County, January 8, 1863",Missouri and Arkansas: January-May 1863
cw_003602_donaldsonvil.htm,LA004,Donaldsonville I,Louisiana ,Ascension Parish,1862-08-09,1862-08-09,"Donaldsonville I, Louisiana (LA004) , Ascension Parish, August 9, 1862",Louisiana: August-October 1862
cw_010304_columbiatenn.htm,TN034,Columbia,Tennessee ,Maury County,1864-11-24,1864-11-29,"Columbia, Tennessee (TN034) , Maury County, November 24-29, 1864",Hood's March to Tennessee: October-December 1864
cw_003502_woodlakeminn.htm,MN002,Wood Lake,Minnesota ,Yellow Medicine County,1862-09-23,1862-09-23,"Wood Lake, Minnesota (MN002) , Yellow Medicine County, September 23, 1862",U.S.-Dakota Conflict of 1862: August-September 1862
cw_006005_middleboggyo.htm,OK005,Middle Boggy,Oklahoma ,Atoka County,1864-02-13,1864-02-13,"Middle Boggy, Oklahoma (OK005) , Atoka County, February 13, 1864","Arkansas, Idaho, and Oklahoma: January-September 1863; February 1864"
cw_009710_globetavernv.htm,VA072,Globe Tavern,Virginia ,Dinwiddie County,1864-08-18,1864-08-21,"Globe Tavern, Virginia (VA072) , Dinwiddie County, August 18-21, 1864",Richmond-Petersburg Campaign: June 1864-March 1865
cw_010901_lewissfarmvi.htm,VA085,Lewis's Farm,Virginia ,Dinwiddie County,1865-03-29,1865-03-29,"Lewis's Farm, Virginia (VA085) , Dinwiddie County, March 29, 1865",Appomattox Campaign: March-April 1865
cw_010010_marmatonrive.htm,MO028,Marmaton River,Missouri ,Vernon County,1864-10-25,1864-10-25,"Marmaton River, Missouri (MO028) , Vernon County, October 25, 1864",Price in Missouri and Kansas: September-October 1864
cw_001201_santarosaisl.htm,FL001,Santa Rosa Island,Florida ,Escambia County,1861-10-09,1861-10-09,"Santa Rosa Island, Florida (FL001) , Escambia County, October 9, 1861",Florida: October 1861
cw_009314_jonesborogeo.htm,GA022,Jonesboro,Georgia ,Clayton County,1864-08-31,1864-09-01,"Jonesboro, Georgia (GA022) , Clayton County, August 31-September 1, 1864",Atlanta Campaign: May-September 1864
cw_002701_firstkernsto.htm,VA101,First Kernstown,Virginia ,Frederick County and Winchester,1862-03-23,1862-03-23,"First Kernstown, Virginia (VA101) , Frederick County and Winchester, March 23, 1862",Jackson's Shenandoah Valley Campaign: March-June 1862
cw_005710_manassasgapv.htm,VA108,Manassas Gap,Virginia ,Warren and Fauquier Counties,1863-07-23,1863-07-23,"Manassas Gap, Virginia (VA108) , Warren and Fauquier Counties, July 23, 1863",Gettysburg Campaign: June-July 1863
